,funder_name,funder_round_type,funder_round_name,project_name_mapping,funding_usd
2259,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Urbanika,1155.12420231
2260,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Optinames & OptimismResolver,1154.57
2261,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,White Hat DAO,1154.2
2262,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Otterscan,1152.99701479
2263,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Buidl Guidl,1149.55
2264,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Dasy,1149.41521332862
2265,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Optinames & OptimismResolver,1147.08
2266,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Jolly Roger and Hardhat-deploy,1146.09
2267,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,vocdoni,1145.83
2268,Gitcoin Grants,Quadratic Funding Matching Pool,GR7,clr.fund,1141.81
2269,Gitcoin Grants,Quadratic Funding Community Donations,GR7,clr.fund,1141.29
2270,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Quantum Oracle,1140.938125122487
2271,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Seedle,1140.706210342111
2272,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Shamba DMRV and Ecological Data Oracle.,1137.468612720823
2273,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,The Forus,1135.410218023116
2274,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Urbanika,1134.72311806135
2275,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,1W3,1134.081422115221
2276,Gitcoin Grants,Quadratic Funding Community Donations,GR9,cadCAD: Computer Aided Design for Complex Systems,1132.55
2277,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Impersonator,1132.300773920478
2278,Gitcoin Grants,Quadratic Funding Community Donations,GG18,The Red Guild,1130.30041574
2279,Gitcoin Grants,Quadratic Funding Matching Pool,GR6,Wallet Connect,1129.41
2280,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Nextme,1128.982963509532
2281,Gitcoin Grants,Quadratic Funding Community Donations,GR8,BrightID,1125.95
2282,Gitcoin Grants,Quadratic Funding Community Donations,GR15,vocdoni,1123.53
2283,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Dapp-Learning,1123.38
2284,Gitcoin Grants,Quadratic Funding Community Donations,GG18,viaPrize,1122.86771343
2285,Gitcoin Grants,Quadratic Funding Community Donations,GR12,,1121.2
2286,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Myseelia,1120.890211892444
2287,Gitcoin Grants,Quadratic Funding Community Donations,GG18,PrivX,1115.00557584
2288,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Electronic Frontier Foundation,1112.17
2289,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Crowdmuse,1111.94
2290,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Geo Web,1111.34
2291,Gitcoin Grants,Quadratic Funding Community Donations,GG18,viaPrize,1110.99228907
2292,Gitcoin Grants,Quadratic Funding Community Donations,GR13,1Hive Gardens,1108.19
2293,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Pharo,1107.68
2294,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Somer Esat Ethereum Staking Guides (Ubuntu),1106.50430656
2295,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Gravity DAO Archive,1102.805708460518
2296,Gitcoin Grants,Quadratic Funding Community Donations,GG19,dappy-studio,1101.89069184
2297,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Commons Stack,1100.68
2298,Gitcoin Grants,Quadratic Funding Community Donations,GR14,ApeWorX,1099.94
2299,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Fileverse,1099.883984842479
2300,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Gravity DAO Archive,1097.138508862112
2301,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Mechanism Institute,1096.505525983674
2302,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Mechanism Institute,1094.731282622077
2303,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Plants And Pillars,1092.771366918245
2305,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,PHI-LABS-INC,1088.58
2306,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Lighthouse by Sigma Prime,1087.55963427
2307,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Astral Protocol,1086.084935992019
2308,Gitcoin Grants,Quadratic Funding Matching Pool,GR4,TrueBlocks,1083.0
2309,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Open Web Academy,1082.514974302615
2310,Gitcoin Grants,Quadratic Funding Community Donations,GG18,DigiOracle,1082.37912032
2311,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Kiwi News,1079.22689844
2312,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Cosmos for Humanity | C4H,1079.114417899025
2313,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,OnChainMonopoly,1077.315614220146
2314,Gitcoin Grants,Quadratic Funding Community Donations,GG19,dm3 protocol,1075.3119315699998
2315,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,1Hive Gardens,1073.85
2316,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Crowd Funded Cures,1073.44
2317,Gitcoin Grants,Quadratic Funding Matching Pool,GR12,Buidl Guidl,1072.37
2318,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,vocdoni,1071.74
2319,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Giveth,1070.47
2320,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,White Hat DAO,1068.348684413253
2321,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,Myseelia,1068.04
2322,Gitcoin Grants,Quadratic Funding Community Donations,GR5,LikeCoin,1067.37
2323,Gitcoin Grants,Quadratic Funding Community Donations,GG19,JobStash,1067.24288988
2324,Gitcoin Grants,Quadratic Funding Community Donations,Beta,ECHO,1066.70418707
2325,Gitcoin Grants,Quadratic Funding Community Donations,GR15,EcoMint,1065.03
2326,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Geo Web,1063.892727660192
2327,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,ZKP2P Fiat On Ramp,1063.511168407048
2328,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,MetaDock,1062.982726935282
2329,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Natives in Tech,1061.81
2330,Gitcoin Grants,Quadratic Funding Matching Pool,GR7,vocdoni,1060.61
2331,Gitcoin Grants,Quadratic Funding Community Donations,GR7,TrueBlocks,1059.88
2332,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Gitcoin China Ecosystem Development,1059.67
2333,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Boring Security,1055.813389540442
2334,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Buidl Guidl,1052.15
2335,Gitcoin Grants,Quadratic Funding Community Donations,GR4,Lighthouse by Sigma Prime,1051.28
2336,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Epoch Protocol,1049.283193248869
2337,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Esteroids,1047.474296164613
2338,Gitcoin Grants,Quadratic Funding Matching Pool,GR9,Lighthouse by Sigma Prime,1045.94
2339,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Somer Esat Ethereum Staking Guides (Ubuntu),1045.53
2340,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Topia Network,1040.792699854523
2341,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Glo Dollar,1040.66026699
2342,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,asseth,1039.3
2343,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,1032.42980095
2344,Gitcoin Grants,Quadratic Funding Community Donations,GR15,TaterDAO,1031.17
2345,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Gitcoin China Ecosystem Development,1030.36
2346,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Nextme,1028.87265333
2347,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Everyname,1028.58114765308
2348,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Week in Ethereum News,1028.14
2349,Gitcoin Grants,Quadratic Funding Matching Pool,GR4,DemocracyEarth,1027.0
2350,Gitcoin Grants,Quadratic Funding Matching Pool,GR12,Buidl Guidl,1026.65
2351,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Ethereum Staking Guides by CoinCashew,1025.023113493091
2352,Gitcoin Grants,Quadratic Funding Community Donations,GR8,EthHub,1024.27
2353,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Bankless DAO,1021.81
2354,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,GainForest,1020.45217271597
2355,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Fusion - Open Source Web3 Icon Set,1014.46
2356,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,OpSci,1010.974228428911
2357,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,PsyDAO,1010.888850503316
2358,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,The Metagovernance Project,1010.524965829808
2359,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Sourcify,1009.25
2360,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Ethereum Staking Guides by CoinCashew,1009.17
2361,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,RadicalxChange Foundation,1007.63202406466
2362,Gitcoin Grants,Quadratic Funding Community Donations,GR15,OpSci,1007.58
2363,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Poolfish,1007.481877213252
2364,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Boring Security,1007.46349726
2366,Gitcoin Grants,Quadratic Funding Community Donations,GG19,LensPlay,1004.84807085
2368,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,KNS Domains,1003.059688247876
2369,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,Seedle,1002.53
2370,Gitcoin Grants,Quadratic Funding Matching Pool,GR12,Lighthouse Storage,1001.4
2371,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Permet,1000.73
2372,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,GamePayy,999.8326422805436
2373,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,,999.8326422805436
2374,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Gamic,999.8326422805436
2375,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Kleo Network,999.8326422805436
2376,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Plebbit,999.8326422805436
2377,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,POAPin,999.8326422805436
2378,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Onlyfun,999.8326422805436
2379,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,MetaMail,999.8326422805436
2380,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,1W3,999.8326422805436
2381,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,,999.8326422805436
2382,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,ENSRedirect,999.8326422805436
2383,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,eth.limo,999.8326422805436
2384,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Thunder Chat,999.8326422805436
2386,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,LearnWeb3,996.4509896458708
2387,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,RingsNetwork,995.24
2388,Gitcoin Grants,Quadratic Funding Community Donations,Beta,cadCAD: Computer Aided Design for Complex Systems,995.0671608
2389,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Stereum - Ethereum Node Installer & Manager,993.4839407702268
2390,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Prettier Solidity,990.25
2391,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Stereum - Ethereum Node Installer & Manager,984.58667736
2392,Gitcoin Grants,Quadratic Funding Community Donations,Beta,HeavensToolsLLC,983.83870801
2393,Gitcoin Grants,Quadratic Funding Community Donations,GR9,Bloom Network,983.72
2396,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Week in Ethereum News,982.14
2397,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,F3 Buidlers,981.6647752932116
2398,Gitcoin Grants,Quadratic Funding Community Donations,Beta,viaPrize,981.37783132
2399,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,datalatte,979.72
2400,Gitcoin Grants,Quadratic Funding Community Donations,GR15,The Metagovernance Project,979.1
2401,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Crowdmuse,974.09
2402,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,LearnWeb3,972.87
2403,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,gnosischain,970.2120295174172
2404,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,ScopeLift,969.79
2405,Gitcoin Grants,Quadratic Funding Matching Pool,GR5,LikeCoin,969.37
2406,Gitcoin Grants,Quadratic Funding Community Donations,GR13,FreezingMoon,967.52
2407,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Stereum - Ethereum Node Installer & Manager,958.3
2408,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Buidl Guidl,957.6425768056074
2409,Gitcoin Grants,Quadratic Funding Community Donations,GR15,DefiLlama,956.03
2410,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,LeastAuthority,954.5
2411,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Token Engineering Community,954.40213825
2412,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Shamba DMRV and Ecological Data Oracle.,953.12
2413,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Sablier,950.66
2414,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Shamba DMRV and Ecological Data Oracle.,949.75
2415,Gitcoin Grants,Quadratic Funding Community Donations,GR5,Commons Stack,948.63
2416,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,The Tor Project,947.580177007536
2417,Gitcoin Grants,Quadratic Funding Community Donations,GR15,eth-wizard: An Ethereum validator installation wizard,947.42
2418,Gitcoin Grants,Quadratic Funding Community Donations,GG19,GainForest,946.58650365
2419,Gitcoin Grants,Quadratic Funding Community Donations,GR10,raid-guild,945.83
2420,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Trusted Seed,945.43
2421,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,ENS Wayback Machine,944.2020031234769
2422,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,942.08452129
2423,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Lodestar,941.04753889
2425,Gitcoin Grants,Quadratic Funding Matching Pool,GR5,cadCAD: Computer Aided Design for Complex Systems,935.6
2426,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Somer Esat Ethereum Staking Guides (Ubuntu),935.31694602
2427,Gitcoin Grants,Quadratic Funding Community Donations,GR4,rotki,934.96
2428,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Ethereum on ARM,934.80701679
2429,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Kredeum NFTs Factory,933.78
2430,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,Jolly Roger and Hardhat-deploy,933.67
2431,Gitcoin Grants,Quadratic Funding Community Donations,GG18,1Hive Gardens,933.43027958
2432,Gitcoin Grants,Quadratic Funding Community Donations,Beta,NiceNode,931.91904722
2433,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Farcaster Indexer,928.7
2434,Gitcoin Grants,Quadratic Funding Community Donations,Beta,White Hat DAO,927.48254196
2435,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,JobStash,924.9762385881947
2436,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Lume Web,923.74
2437,Gitcoin Grants,Quadratic Funding Community Donations,Beta,viaPrize,923.28961468
2438,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,1Hive Gardens,922.9499643865072
2439,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Gitcoin China Ecosystem Development,921.99561799
2440,Gitcoin Grants,Quadratic Funding Community Donations,GR15,LunCo,921.81
2441,Gitcoin Grants,Quadratic Funding Community Donations,GG19,eth-wizard: An Ethereum validator installation wizard,921.5786873
2442,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,growthepie,920.042421710222
2443,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Metacrypt,919.30760933
2444,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,919.04634274
2445,Gitcoin Grants,Quadratic Funding Community Donations,GR14,1Hive Gardens,916.43
2446,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Miga Labs,914.6360089630658
2447,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Commons Stack,913.69448914
2448,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Kula (कुल) Regenerative Commons,912.9493497501244
2449,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Commons Stack,912.87
2450,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Esteroids,911.96
2451,Gitcoin Grants,Quadratic Funding Community Donations,GG19,POAPin,911.20379546
2452,Gitcoin Grants,Quadratic Funding Community Donations,GR4,,910.71
2453,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Onlyfun,908.2064880815686
2454,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Grassroots Economics,908.05
2455,Gitcoin Grants,Quadratic Funding Community Donations,GG18,ethereumcolombia,907.94710457
2456,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Jolly Roger and Hardhat-deploy,904.5
2457,Gitcoin Grants,Quadratic Funding Community Donations,GR13,LearnWeb3,902.62
2458,Gitcoin Grants,Quadratic Funding Community Donations,GR8,vocdoni,901.66
2459,Gitcoin Grants,Quadratic Funding Community Donations,GR7,DemocracyEarth,900.93
2460,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,thedreamdao-eth,900.4566033811303
2461,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,,899.5502798051601
2462,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,MetaMail,899.5502798051601
2463,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,POAPin,899.5502798051601
2464,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Onlyfun,899.5502798051601
2465,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Inferer,899.5502798051601
2466,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Nextme,899.5502798051601
2467,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,heyxyz,899.5502798051601
2468,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,eth.limo,899.5502798051601
2469,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,LensPlay,899.5502798051601
2470,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Thunder Chat,899.5502798051601
2471,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Bloom Network,899.5502798051601
2472,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Kleo Network,899.5502798051601
2473,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Metopian,899.5502798051601
2474,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,dm3 protocol,899.2999523082714
2475,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Gitcoin China Ecosystem Development,897.14
2476,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Bankless DAO,896.39787787
2477,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,dm3 protocol,894.3381164037577
2478,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,ITU Blockchain,894.26
2479,Gitcoin Grants,Quadratic Funding Community Donations,GR6,EthHub,893.47
2480,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,UPTO3,893.063613367829
2481,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,892.24094889
2482,Optimism Foundation,Retroactive Funding Round,RetroPGF2,NFTEarth,891.0
2483,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Open Source Observer,889.0885824967138
2484,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,Lodestar,886.49
2485,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,neume,886.272876604633
2486,Gitcoin Grants,Quadratic Funding Community Donations,GG18,,885.14490221
2487,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Blockhead,884.5930951895899
2488,Gitcoin Grants,Quadratic Funding Community Donations,GR10,1Hive Gardens,884.56
2489,Gitcoin Grants,Quadratic Funding Community Donations,GR10,CryptoFees.info,883.86
2490,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Otterscan,881.1415275
2491,Gitcoin Grants,Quadratic Funding Community Donations,GR11,ShenaniganDApp,880.19
2492,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,880.15090216
2493,Gitcoin Grants,Quadratic Funding Community Donations,Beta,The Metagovernance Project,879.83160349
2494,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Otterscan,879.75144749
2495,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,,878.8869242858457
2496,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,RnDAO,878.81
2497,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Cosmos for Humanity | C4H,878.4210538100606
2498,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Pepemon: Degen Battleground,875.60912449
2499,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,,872.0017877626889
2500,Gitcoin Grants,Quadratic Funding Community Donations,GG18,404 DAO,871.5415913100001
2501,Gitcoin Grants,Quadratic Funding Community Donations,GR14,vocdoni,871.04
2502,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,DeFi Africa,867.9299963670026
2503,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,Spect,866.59
2504,Gitcoin Grants,Quadratic Funding Community Donations,GR9,Fusion - Open Source Web3 Icon Set,866.35
2505,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,864.65266995
2506,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Prettier Solidity,864.34
2507,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Open Web Academy,863.2777754067116
2508,Gitcoin Grants,Quadratic Funding Matching Pool,GR6,BrightID,858.98
2509,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Boring Security,857.5025709700001
2510,Gitcoin Grants,Quadratic Funding Community Donations,GG18,,857.03943976
2511,Gitcoin Grants,Quadratic Funding Community Donations,GR15,IDENA,855.55
2512,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Epoch Protocol,854.84391783
2513,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Commons Stack,853.37637596
2514,Gitcoin Grants,Quadratic Funding Matching Pool,GR4,BrightID,853.0
2515,Gitcoin Grants,Quadratic Funding Community Donations,GR15,RnDAO,852.78
2516,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Jolly Roger and Hardhat-deploy,848.99
2517,Gitcoin Grants,Quadratic Funding Community Donations,GG18,PLUME: Pseudonymously Linked Unique Message Entities,848.55222641
2518,Gitcoin Grants,Quadratic Funding Community Donations,GG19,EcoSynthesisX,848.2097477
2519,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Planetary Council,847.89145629
2520,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,viaPrize,847.2079235730007
2521,Gitcoin Grants,Quadratic Funding Community Donations,Beta,EVMcrispr,846.91607635
2522,Gitcoin Grants,Quadratic Funding Community Donations,Beta,TroopFinance,846.548458
2523,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Natives in Tech,843.83
2524,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Punk Domains & Iggy Social,841.86
2525,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Candide Labs,841.52181255
2526,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,StreamETH,834.1205203478899
2527,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Minerva Wallet,833.70842809
2528,Gitcoin Grants,Quadratic Funding Community Donations,GR5,Prysm Ethereum Client,830.59
2529,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Beepo,826.3510429
2530,Gitcoin Grants,Quadratic Funding Community Donations,GR9,Giveth,826.06
2531,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,DePay,826.01
2532,Gitcoin Grants,Quadratic Funding Matching Pool,GR6,Commons Stack,825.96
2533,Gitcoin Grants,Quadratic Funding Community Donations,Beta,HonestWork,824.90418814
2534,Gitcoin Grants,Quadratic Funding Community Donations,GR12,ITU Blockchain,822.24
2535,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Endangered Tokens: Endangered Trees as ReFi Biodiversity Assets ,821.84
2536,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Gitcoin China Ecosystem Development,816.98
2537,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Digital Gaia,816.06
2538,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Chaine Research,816.0060576727496
2539,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Commons Stack,814.5814473
2540,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Wild-Friends,813.8755457853703
2541,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Nextme,812.47
2542,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,0xDeadList,810.82
2543,Gitcoin Grants,Quadratic Funding Community Donations,GG18,The Badge,809.7876475
2544,Gitcoin Grants,Quadratic Funding Community Donations,GR9,DePay,807.33
2545,Gitcoin Grants,Quadratic Funding Community Donations,GR15,ECHO,807.12
2546,Gitcoin Grants,Quadratic Funding Community Donations,GR13,,805.91
2547,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,PizzaDAO,805.0780223839931
2548,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Ether Alpha,804.9397013294554
2549,Gitcoin Grants,Quadratic Funding Community Donations,GR9,88mph,804.59
2550,Gitcoin Grants,Quadratic Funding Community Donations,GR14,IDENA,804.25
2551,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Open Data Community,804.1281747527606
2552,Gitcoin Grants,Quadratic Funding Community Donations,GG18,GoodDollar,802.66952995
2553,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,JournoDAO,802.5664571506243
2555,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Ethereum Staking Guides by CoinCashew,801.04966063
2556,Gitcoin Grants,Quadratic Funding Community Donations,GG19,ZeroPool,801.02302164
2557,Gitcoin Grants,Quadratic Funding Community Donations,Beta,eth.limo,799.91107583
2558,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Pepemon: Degen Battleground,799.56625566
2559,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,WTF Academy,799.2245315327715
2560,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Pin Save,799.1053269299057
2561,Gitcoin Grants,Quadratic Funding Community Donations,GG18,GamePayy,798.55361867
2562,Gitcoin Grants,Quadratic Funding Matching Pool,GR12,Ethereum Cat Herders,796.65
2563,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Stable Unit,796.30450642
2564,Gitcoin Grants,Quadratic Funding Community Donations,Beta,The Metagovernance Project,793.55589492
2565,Gitcoin Grants,Quadratic Funding Community Donations,GR6,Nethermind,792.66
2566,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Pin Save,792.06200399
2567,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Zero Knowledge Podcast,789.3370652199035
2568,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Labrys,785.7534425781347
2569,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,TheGalleryDAO,782.8754380784073
