,funder_name,funder_round_type,funder_round_name,project_name_mapping,funding_usd
1201,Gitcoin Grants,Quadratic Funding Matching Pool,GR9,EthHub,5350.06
1202,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,CryptoCurious- Puerto Rico Blockchain Trade Association,5340.070154214486
1203,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,KrebitDAO,5335.72
1204,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Giveth,5327.81
1205,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Cambiatus,5324.54
1206,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,TrueBlocks,5323.8
1207,Gitcoin Grants,Quadratic Funding Matching Pool,GR9,Nethermind,5315.69
1208,Gitcoin Grants,Quadratic Funding Community Donations,GR13,L2BEAT,5307.46
1209,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Carmine Options AMM,5299.850282457423
1210,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,EthHub,5295.07
1211,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Sablier,5266.85
1212,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Akula,5259.27
1213,Gitcoin Grants,Quadratic Funding Community Donations,GR12,NFT-PriceFloor,5239.87
1214,Gitcoin Grants,Quadratic Funding Community Donations,GR15,CryptoFees.info,5239.68
1215,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Lighthouse by Sigma Prime,5235.68
1216,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,,5218.25
1217,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,GiveStation,5201.32
1218,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Commons Stack,5193.16
1219,Gitcoin Grants,Quadratic Funding Community Donations,GR13,,5183.25
1220,Gitcoin Grants,Quadratic Funding Community Donations,GR7,DAppNode,5178.6
1221,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,The Metagovernance Project,5170.1
1222,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,dm3 protocol,5166.867771747743
1223,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Plebbit,5164.826873479999
1224,Gitcoin Grants,Quadratic Funding Matching Pool,GR5,EthHub,5148.04
1225,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Proof of Humanity,5135.94380342
1226,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Geo Web,5134.67
1227,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Blockhead,5123.65
1228,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Internet Archive,5118.366194079863
1229,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,PLUME: Pseudonymously Linked Unique Message Entities,5103.52
1230,Gitcoin Grants,Quadratic Funding Community Donations,GG19,ZK Email,5095.91353752
1231,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Somer Esat Ethereum Staking Guides (Ubuntu),5072.68
1232,Gitcoin Grants,Quadratic Funding Community Donations,GR5,EthereumETL,5067.33
1233,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,RentFun,5065.3084412892
1234,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Pairwise,5065.3084412892
1235,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,EthereansOS,5065.3084412892
1236,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Giveth,5065.3084412892
1237,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Unitap,5065.3084412892
1238,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Punk Domains & Iggy Social,5065.3084412892
1239,Gitcoin Grants,Quadratic Funding Community Donations,GR13,ZeroPool,5054.21
1240,Gitcoin Grants,Quadratic Funding Matching Pool,GR7,Nethermind,5054.18
1241,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Ethereum on ARM,5050.019274571388
1242,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,DefiLlama,5045.78
1243,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Nethermind,5028.1
1244,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Optinames & OptimismResolver,5007.93
1245,Gitcoin Grants,Quadratic Funding Matching Pool,GR6,DAppNode,5003.43
1246,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Giveth,4999.263424030778
1247,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Aura,4998.777809612156
1248,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,,4998.777809612156
1249,Gitcoin Grants,Quadratic Funding Community Donations,GG19,DAppNode,4992.303797
1250,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Pulsar Protocol,4991.589714045933
1251,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Magma Finance,4991.589714045933
1252,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,FusionX,4991.589714045933
1253,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Giveth,4991.589714045933
1254,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,DefiLlama,4979.74
1255,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Starksheet,4955.089746048272
1256,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Soul Wallet,4948.23
1257,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Gitcoin,4941.93
1258,Gitcoin Grants,Quadratic Funding Community Donations,GG18,zkBob,4926.97558301
1259,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,POAPathon,4919.383930290587
1260,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,DFArchon,4916.23
1261,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,DeSciWorld,4914.16
1262,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Nomis,4896.92505528
1263,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Commons Stack,4891.946995159577
1264,Optimism Foundation,RetroPGF,RetroPGF1,Crate Crypto,4890.0
1265,Optimism Foundation,RetroPGF,RetroPGF1,Watch The Burn,4890.0
1266,Optimism Foundation,RetroPGF,RetroPGF1,Cannon (George Hotz),4890.0
1267,Optimism Foundation,RetroPGF,RetroPGF1,Code4rena,4890.0
1268,Optimism Foundation,RetroPGF,RetroPGF1,SourceCred,4890.0
1269,Gitcoin Grants,Quadratic Funding Matching Pool,GR9,EthHub,4877.9
1270,Gitcoin Grants,Quadratic Funding Matching Pool,GR9,OpenEthereum,4859.48
1271,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,ApeWorX,4853.322802798185
1272,Gitcoin Grants,Quadratic Funding Community Donations,GR8,ethers.js,4850.31
1273,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,The Tor Project,4847.33
1274,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,JobStash,4837.660891862693
1275,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Fileverse,4826.253157606837
1276,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Lighthouse by Sigma Prime,4818.37
1277,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Geo Web,4791.46
1278,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,IDENA,4789.88180828966
1279,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Esteroids,4789.45
1280,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Buidl Guidl,4761.13
1281,Gitcoin Grants,Quadratic Funding Community Donations,GR13,RektHQ,4759.09
1282,Gitcoin Grants,Quadratic Funding Community Donations,Beta,POAPin,4755.65020762
1283,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Plebbit,4710.98546249
1284,Gitcoin Grants,Quadratic Funding Community Donations,GR13,zkREPL,4702.69
1285,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Giveth,4685.530290628921
1286,Gitcoin Grants,Quadratic Funding Community Donations,GR10,The Tor Project,4678.1
1287,Gitcoin Grants,Quadratic Funding Community Donations,GR8,DAppNode,4668.02
1288,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Token Engineering Commons,4641.757977819103
1289,Gitcoin Grants,Quadratic Funding Community Donations,GG18,wagmi,4639.2641156
1290,Gitcoin Grants,Quadratic Funding Community Donations,GR13,The Tor Project,4636.52
1291,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Gitcoin,4634.9
1292,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Farcaster Indexer,4634.21
1293,Gitcoin Grants,Quadratic Funding Community Donations,Beta,FusionX,4633.95559043
1294,Gitcoin Grants,Quadratic Funding Matching Pool,GR6,Prysm Ethereum Client,4630.89
1295,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Ethereum Cat Herders,4617.11
1296,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Stereum - Ethereum Node Installer & Manager,4615.01615367
1297,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Minerva Wallet,4612.36
1298,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Grassroots Economics,4608.91
1299,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Just DNA-Seq,4606.94857769
1300,Gitcoin Grants,Quadratic Funding Community Donations,GG19,BrightID,4601.43343571
1301,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Electronic Frontier Foundation,4595.33
1302,Gitcoin Grants,Quadratic Funding Community Donations,GR13,ZeroDAO,4586.96
1303,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Proof of Innocence,4538.70233641
1304,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,TrueBlocks,4531.8
1305,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,ECHO,4527.29
1306,Gitcoin Grants,Quadratic Funding Community Donations,GR15,L2BEAT,4520.75
1307,Gitcoin Grants,Quadratic Funding Community Donations,GR15,BrightID,4516.59
1308,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,INTMAX,4500.0
1309,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Nethermind,4496.91
1310,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Hypercerts,4493.372404642123
1311,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,DFArchon,4488.76
1312,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,clr.fund,4487.81
1313,Gitcoin Grants,Quadratic Funding Community Donations,GR15,rotki,4482.04
1314,Gitcoin Grants,Quadratic Funding Matching Pool,GR4,Commons Stack,4475.0
1315,Gitcoin Grants,Quadratic Funding Matching Pool,GR7,Commons Stack,4462.87
1316,Gitcoin Grants,Quadratic Funding Community Donations,GR8,rotki,4454.46
1317,Gitcoin Grants,Quadratic Funding Community Donations,Beta,zkBob,4449.41037058
1318,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,Urbanika,4442.8
1319,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Nethermind,4425.92
1320,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,RektHQ,4416.63
1321,Gitcoin Grants,Quadratic Funding Community Donations,GR15,EthStaker,4391.57
1322,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Nación Bankless,4378.530991117951
1323,Gitcoin Grants,Quadratic Funding Matching Pool,GR4,Prysm Ethereum Client,4365.0
1324,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Week in Ethereum News,4354.17
1325,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Week in Ethereum News,4345.99
1326,Gitcoin Grants,Quadratic Funding Community Donations,GR7,ethers.js,4340.64
1327,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,ZeroPool,4324.04
1328,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Bankless Academy,4322.284149872777
1329,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Buidl Guidl,4313.39
1330,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Buidl Guidl,4306.37
1331,Gitcoin Grants,Quadratic Funding Matching Pool,GR1,Prysm Ethereum Client,4306.03
1332,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,Endangered Tokens: Endangered Trees as ReFi Biodiversity Assets ,4301.96
1333,Gitcoin Grants,Quadratic Funding Community Donations,GG19,heyxyz,4295.20972726
1334,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Horiza,4266.17530141
1335,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Giveth,4264.58
1336,Gitcoin Grants,Quadratic Funding Community Donations,GR7,Nethermind,4254.73
1337,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Carmine Options AMM,4228.90795938
1338,Gitcoin Grants,Quadratic Funding Community Donations,GR15,TrueBlocks,4216.8
1339,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Commons Stack,4209.16
1340,Gitcoin Grants,Quadratic Funding Community Donations,GR9,EthStaker,4209.05
1341,Gitcoin Grants,Quadratic Funding Community Donations,GR6,EthereumETL,4208.15
1342,Optimism Foundation,Retroactive Funding Round,RetroPGF2,Revolte,4201.5
1343,Gitcoin Grants,Quadratic Funding Community Donations,GR7,Prysm Ethereum Client,4199.81
1344,Gitcoin Grants,Quadratic Funding Community Donations,GR13,,4182.32
1345,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Aikipay,4174.403743599749
1346,Gitcoin Grants,Quadratic Funding Community Donations,GG19,ZKP2P Fiat On Ramp,4171.65549961
1347,Gitcoin Grants,Quadratic Funding Community Donations,GR11,CryptoFees.info,4167.94
1348,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Geo Web,4163.34
1349,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Blockscout,4162.85298066
1350,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Karma,4160.97
1351,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,EthStaker,4157.43
1352,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Minerva Wallet,4157.32
1353,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,Natives in Tech,4151.12
1354,Gitcoin Grants,Quadratic Funding Community Donations,Beta,StatelessArt,4139.68242509
1355,Gitcoin Grants,Quadratic Funding Matching Pool,GR7,Sablier,4138.65
1356,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Sablier,4131.01
1357,Gitcoin Grants,Quadratic Funding Community Donations,GG18,,4109.72824981
1358,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,EthStaker,4106.72
1359,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Frame,4106.26
1360,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Guild Waterdrop,4104.72
1361,Gitcoin Grants,Quadratic Funding Community Donations,GR9,,4102.19
1362,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Onlyfun,4089.27360655
1363,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Esteroids,4089.17
1364,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,LexDAO,4089.021193209123
1365,Gitcoin Grants,Quadratic Funding Community Donations,GG19,IDENA,4085.5985626
1366,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Beacon Chain,4079.79474003
1367,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Buidl Guidl,4076.47
1368,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Digital Gaia,4058.759248456209
1369,Gitcoin Grants,Quadratic Funding Community Donations,GR15,DeFiEye,4054.99
1370,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Upala,4046.61
1371,Gitcoin Grants,Quadratic Funding Community Donations,GG18,ethers.js,4035.45321732
1372,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,The Tor Project,4034.78
1373,Gitcoin Grants,Quadratic Funding Community Donations,GR9,Jolly Roger and Hardhat-deploy,4031.59
1374,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,eth-wizard: An Ethereum validator installation wizard,4031.05156632
1375,Gitcoin Grants,Quadratic Funding Community Donations,GG19,,4025.53895946
1376,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Buidl Guidl,4020.47
1377,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Somer Esat Ethereum Staking Guides (Ubuntu),4015.51319565
1378,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,,3999.23
1379,Gitcoin Grants,Quadratic Funding Community Donations,GR11,Bloom Network,3997.24
1380,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Ethereum Attestation Service,3989.64858617
1381,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Hardhat,3986.07
1382,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,wagmi,3985.697086940304
1383,Gitcoin Grants,Quadratic Funding Matching Pool,GR12,EthHub,3981.1
1384,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Lodestar,3976.152158282872
1385,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,,3974.66118828
1386,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Fileverse,3965.992241274053
1387,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Carmine Options AMM,3953.148977077253
1388,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,TrueBlocks,3940.713885049516
1389,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,GainForest,3939.894213780176
1390,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,ethers.js,3930.9
1391,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,Otterscan,3927.57
1392,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,The Tor Project,3927.270848102758
1393,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,CryptoSmartNow,3926.752536597753
1394,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Bankless DAO,3894.88
1395,Gitcoin Grants,Quadratic Funding Community Donations,GR3,Lighthouse by Sigma Prime,3894.45
1396,Gitcoin Grants,Quadratic Funding Matching Pool,GR9,ShenaniganDApp,3880.68
1397,Gitcoin Grants,Quadratic Funding Community Donations,GR9,Giveth,3871.77
1398,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Beacon Chain,3867.46
1399,Gitcoin Grants,Quadratic Funding Matching Pool,GR3,ethers.js,3848.0
1400,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,ECHO,3845.983440986434
1401,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Beacon Chain,3832.009485828017
1402,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Candide Labs,3829.81315725
1403,Gitcoin Grants,Quadratic Funding Community Donations,GR8,asseth,3822.02
1404,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Loanshark,3809.1
1405,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Bankless-Africa,3794.937006422888
1406,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,DAppNode,3794.45
1407,Gitcoin Grants,Quadratic Funding Community Donations,GG19,Week in Ethereum News,3786.446501
1408,Gitcoin Grants,Quadratic Funding Community Donations,GG18,rotki,3777.97189327
1409,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Earthist,3771.81
1410,Gitcoin Grants,Quadratic Funding Matching Pool,GR14,PizzaDAO,3771.01
1411,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Karma,3770.88
1412,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,wagmi,3770.49
1413,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Commons Stack,3769.33
1414,Optimism Foundation,Retroactive Funding Round,RetroPGF2,Infinity Wallet,3763.5
1415,Gitcoin Grants,Quadratic Funding Community Donations,GR12,TrueBlocks,3744.85
1416,Gitcoin Grants,Quadratic Funding Community Donations,GR8,EthStaker,3741.95
1417,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Treejer Protocol,3737.19
1418,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Blockscout,3709.52073026
1419,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Jolly Roger and Hardhat-deploy,3708.35
1420,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,,3702.211058469358
1421,Gitcoin Grants,Quadratic Funding Community Donations,GG19,The Tor Project,3697.00140586
1422,Gitcoin Grants,Quadratic Funding Community Donations,GR13,CyberConnect,3693.12
1423,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Revoke,3689.44
1424,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,Bankless DAO,3686.65
1425,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Unitap,3682.207399351594
1426,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Lodestar,3678.45
1427,Gitcoin Grants,Quadratic Funding Community Donations,GR4,Nethermind,3668.9
1428,Optimism Foundation,RetroPGF,RetroPGF1,Revoke,3667.0
1429,Optimism Foundation,RetroPGF,RetroPGF1,Bankless DAO,3667.0
1430,Optimism Foundation,RetroPGF,RetroPGF1,Token Engineering Commons,3667.0
1431,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Lighthouse by Sigma Prime,3655.67
1432,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,rantomdotapp,3655.237357192128
1433,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,VueDapp,3655.237357192128
1434,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,dsrvlabs,3655.237357192128
1435,Optimism Foundation,Retroactive Funding Round,RetroPGF2,DexKit,3654.0
1436,Gitcoin Grants,Quadratic Funding Community Donations,GR14,NiceNode,3642.58
1437,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Beacon Chain,3641.448369717978
1438,Gitcoin Grants,Quadratic Funding Community Donations,GG19,ethers.js,3627.27934145
1439,Gitcoin Grants,Quadratic Funding Matching Pool,GR12,Proof of Humanity,3627.19
1440,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Chainlist,3615.54
1441,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Gitcoin China Ecosystem Development,3613.45
1442,Gitcoin Grants,Quadratic Funding Community Donations,GR12,1Hive Gardens,3612.81
1443,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,Share,3609.51
1444,Gitcoin Grants,Quadratic Funding Community Donations,GR9,IDENA,3604.96
1445,Gitcoin Grants,Quadratic Funding Community Donations,Alpha,ECHO,3600.49
1446,Gitcoin Grants,Quadratic Funding Community Donations,Beta,CryptoCurious- Puerto Rico Blockchain Trade Association,3577.46389546
1447,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Upala,3576.770512843271
1448,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Halo2 Backend for Noir,3570.08694677
1449,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,Plants And Pillars,3559.4
1450,Gitcoin Grants,Quadratic Funding Community Donations,GR11,,3524.86
1451,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Nethermind,3523.35
1452,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Beacon Chain,3518.01
1453,Gitcoin Grants,Quadratic Funding Matching Pool,GR2,Prysm Ethereum Client,3499.0
1454,Gitcoin Grants,Quadratic Funding Community Donations,GG18,POAPin,3495.43618627
1455,Gitcoin Grants,Quadratic Funding Community Donations,Beta,Crossbell,3488.77061486
1456,Gitcoin Grants,Quadratic Funding Community Donations,GR13,BrightID,3481.46
1457,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,TalentDAO,3477.677094780207
1458,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,gnosischain,3474.275908124794
1459,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,SCINET-INC,3474.0
1460,Gitcoin Grants,Quadratic Funding Matching Pool,GR8,Somer Esat Ethereum Staking Guides (Ubuntu),3471.65
1461,Gitcoin Grants,Quadratic Funding Community Donations,GR9,Somer Esat Ethereum Staking Guides (Ubuntu),3457.55
1462,Gitcoin Grants,Quadratic Funding Community Donations,GR9,,3456.95
1463,Gitcoin Grants,Quadratic Funding Community Donations,GR12,Pepemon: Degen Battleground,3450.87
1464,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Internet Archive,3449.92
1465,Gitcoin Grants,Quadratic Funding Matching Pool,GR3,Wallet Connect,3448.0
1466,Gitcoin Grants,Quadratic Funding Community Donations,GR4,Prysm Ethereum Client,3438.43
1467,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,NiceNode,3437.769826792213
1468,Gitcoin Grants,Quadratic Funding Community Donations,GR12,KrebitDAO,3425.25
1469,Gitcoin Grants,Quadratic Funding Community Donations,GR10,LI.FI,3413.61
1470,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Snapshot,3408.25
1471,Gitcoin Grants,Quadratic Funding Community Donations,GG19,rotki,3392.75012182
1472,Gitcoin Grants,Quadratic Funding Matching Pool,GR15,,3384.83
1473,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,TrueBlocks,3381.3215505
1474,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Baseline Protocol,3374.691481346485
1475,Gitcoin Grants,Quadratic Funding Community Donations,GR3,ethers.js,3357.53
1476,Gitcoin Grants,Quadratic Funding Matching Pool,GR7,Commons Stack,3356.16
1477,Gitcoin Grants,Quadratic Funding Matching Pool,GR11,EthHub,3353.65
1478,Gitcoin Grants,Quadratic Funding Matching Pool,GR5,DAppNode,3352.43
1479,Gitcoin Grants,Quadratic Funding Matching Pool,GR10,Pharo,3347.7
1480,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Rouge Ticket,3344.93
1481,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Bankless DAO,3341.83
1482,Gitcoin Grants,Quadratic Funding Community Donations,GR6,vocdoni,3338.56
1483,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Lighthouse by Sigma Prime,3335.47
1484,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Treejer Protocol,3333.642491038129
1485,Optimism Foundation,Retroactive Funding Round,RetroPGF2,BwareLabs,3327.0
1486,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Just DNA-Seq,3326.0584192600004
1487,Gitcoin Grants,Quadratic Funding Community Donations,GR8,Commons Stack,3298.45
1488,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,Iron Wallet,3284.054465530515
1489,Gitcoin Grants,Quadratic Funding Community Donations,GR11,TrueBlocks,3283.76
1490,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Blockscout,3283.664448659957
1491,Gitcoin Grants,Quadratic Funding Community Donations,GR3,Wallet Connect,3283.08
1492,Gitcoin Grants,Quadratic Funding Community Donations,GR14,zkREPL,3281.53
1493,Gitcoin Grants,Quadratic Funding Community Donations,GR10,Commons Stack,3279.49
1494,Gitcoin Grants,Quadratic Funding Community Donations,GR15,Buidl Guidl,3273.77
1495,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,404 DAO,3272.957156351116
1496,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,basin.global,3249.692914309719
1497,Gitcoin Grants,Quadratic Funding Community Donations,GG18,Carmine Options AMM,3244.98737143
1498,Gitcoin Grants,Quadratic Funding Matching Pool,GR13,Urbanika,3232.37
1499,Gitcoin Grants,Quadratic Funding Community Donations,GR13,Treejer Protocol,3231.06
1500,Gitcoin Grants,Quadratic Funding Matching Pool,GG19,,3230.369837352923
1501,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Gitcoin China Ecosystem Development,3228.860918015693
1502,Gitcoin Grants,Quadratic Funding Matching Pool,Alpha,IDENA,3227.78
1503,Gitcoin Grants,Quadratic Funding Community Donations,GR14,L2BEAT,3226.39
1504,Gitcoin Grants,Quadratic Funding Community Donations,GR14,Bloom Network,3226.24
1505,Gitcoin Grants,Quadratic Funding Community Donations,GG19,eth.limo,3223.19068261
1506,Gitcoin Grants,Quadratic Funding Community Donations,Beta,ZeroPool,3221.1735166
1507,Gitcoin Grants,Quadratic Funding Matching Pool,GG18,Kula (कुल) Regenerative Commons,3218.561828683137
1508,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,Bloom Network,3214.994325698248
1509,Gitcoin Grants,Quadratic Funding Matching Pool,Beta,TrueBlocks,3211.262633633095
